"Year","State","Type","Production","Avg","Measures","Materials","Chemical","Value"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYMOXANIL = 129106)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","2,400"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FAMOXADONE = 113202)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENBUCONAZOLE = 129011)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","1,600"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","200"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(OXATHIAPIPROLIN = 128111)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","FUNGICIDE","118,400"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ZIRAM = 34805)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CLETHODIM = 121011)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(DIURON = 35505)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ORYZALIN = 104201)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PARAQUAT = 61601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SIMAZINE = 80807)","HERBICIDE","4,700"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","HERBICIDE","14,200"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CARBARYL = 56801)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(DIAZINON = 57801)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ESFENVALERATE = 109303)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENPROPATHRIN = 127901)","INSECTICIDE","400"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PETROLEUM DISTILLATE = 63503)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TEBUFENOZIDE = 129026)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","INSECTICIDE","17,400"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","100"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CUPRAMMONIUM ACETATE = 36011)","OTHER","1,900"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(METALDEHYDE = 53001)","OTHER","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MINERAL OIL = 63502)","OTHER","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","OTHER","2,700"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(NITROGEN)","637,000"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(PHOSPHATE)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(POTASH)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(SULFUR)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CHLOROTHALONIL = 81901)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYMOXANIL = 129106)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.281"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FAMOXADONE = 113202)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENBUCONAZOLE = 129011)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.187"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","0.068"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(OXATHIAPIPROLIN = 128111)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ZIRAM = 34805)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CLETHODIM = 121011)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DIURON = 35505)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ORYZALIN = 104201)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SIMAZINE = 80807)","HERBICIDE","0.617"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CARBARYL = 56801)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DIAZINON = 57801)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ESFENVALERATE = 109303)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENPROPATHRIN = 127901)","INSECTICIDE","0.216"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MALATHION = 57701)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PETROLEUM DISTILLATE = 63503)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM = 110007)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(TEBUFENOZIDE = 129026)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","0.024"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CUPRAMMONIUM ACETATE = 36011)","OTHER","0.323"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(METALDEHYDE = 53001)","OTHER","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MINERAL OIL = 63502)","OTHER","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(NITROGEN)","30"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(PHOSPHATE)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(POTASH)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(SULFUR)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BOSCALID = 128008)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CAPTAN = 81301)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLOROTHALONIL = 81901)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYMOXANIL = 129106)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYPRODINIL = 288202)","FUNGICIDE","0.341"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FAMOXADONE = 113202)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENBUCONAZOLE = 129011)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","FUNGICIDE","0.227"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MYCLOBUTANIL = 128857)","FUNGICIDE","0.087"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(OXATHIAPIPROLIN = 128111)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SULFUR = 77501)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ZIRAM = 34805)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CLETHODIM = 121011)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DIURON = 35505)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ORYZALIN = 104201)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PARAQUAT = 61601)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SIMAZINE = 80807)","HERBICIDE","0.72"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CARBARYL = 56801)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DIAZINON = 57801)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ESFENVALERATE = 109303)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENPROPATHRIN = 127901)","INSECTICIDE","0.279"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PETROLEUM DISTILLATE = 63503)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(TEBUFENOZIDE = 129026)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","0.035"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CUPRAMMONIUM ACETATE = 36011)","OTHER","0.519"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(METALDEHYDE = 53001)","OTHER","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MINERAL OIL = 63502)","OTHER","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(NITROGEN)","72"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(PHOSPHATE)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(POTASH)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(SULFUR)","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
2019,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BOSCALID = 128008)","FUNGICIDE","(D)"
